tpda_dl_south_out_funnel_dl_south	local-closure
tpda_modem_0_in_tpdm_modem_0	local-closure
tpda_modem_1_in_tpdm_modem_1	local-closure
tpda_modem_out_funnel_modem	local-closure
tpda_qdss_0_in_tpdm_dcc	local-closure
tpda_qdss_1_in_tpdm_spdm	local-closure
tpda_qdss_out_funnel_in0	local-closure
tpda_spss_in_tpdm_spss	local-closure
tpda_spss_out_funnel_spss	local-closure
tpda_tmess_0_in_tpdm_tmess_prng	local-closure
tpda_tmess_1_in_tpdm_tmess_0	local-closure
tpda_tmess_2_in_tpdm_tmess_1	local-closure
tpda_tmess_out_funnel_tmess	local-closure
tpdm_apps1_out_tpda_apss_4	local-closure
tpdm_apss0_out_tpda_apss_3	local-closure
tpdm_apss_llm_out_tpda_apss_2	local-closure
tpdm_dcc_out_tpda_qdss_0	local-closure
tpdm_ddr	local-closure
tpdm_ddr_ch02	local-closure
tpdm_ddr_ch02_out_funnel_ddr_ch02	local-closure
tpdm_ddr_ch13	local-closure
tpdm_ddr_ch13_out_funnel_ddr_ch13	local-closure
tpdm_ddr_dl0_0_out_funnel_ddr_dl0	local-closure
tpdm_ddr_dl0_1_out_funnel_ddr_dl0	local-closure
tpdm_dl_north_out_tpda_dl_north_2	local-closure
tpdm_dl_south_out_tpda_dl_south_2	local-closure
tpdm_dlct_out_tpda_dl_center_26	local-closure
tpdm_dlmm_out_funnel_multimedia	local-closure
tpdm_dlwt0_out_funnel_dl_west	local-closure
tpdm_dlwt1_out_funnel_dl_west	local-closure
tpdm_gcc_out_tpda_dl_center_21	local-closure
tpdm_gpu_out_funnel_gfx_dl	local-closure
tpdm_ipa_out_tpda_dl_center_23	local-closure
tpdm_ipcc_out_tpda_dl_center_27	local-closure
tpdm_llm_gold_out_tpda_apss_1	local-closure
tpdm_llm_silver_out_tpda_apss_0	local-closure
tpdm_lpass_lpi_out_funnel_lpass_lpi	local-closure
tpdm_lpass_out_funnel_lpass	local-closure
tpdm_mdss	local-closure
tpdm_mdss_out_funnel_multimedia	local-closure
tpdm_mm	local-closure
tpdm_modem_0_out_tpda_modem_0	local-closure
tpdm_modem_1_out_tpda_modem_1	local-closure
tpdm_pimem_out_tpda_dl_center_25	local-closure
tpdm_prng_out_tpda_dl_center_19	local-closure
tpdm_qm_out_tpda_dl_center_20	local-closure
tpdm_rdpm	local-closure
tpdm_rdpm_mx	local-closure
tpdm_sdcc2_out_tpda_dl_north_1	local-closure
tpdm_sdcc4_out_tpda_dl_south_1	local-closure
tpdm_shrm	local-closure
tpdm_spdm_out_tpda_qdss_1	local-closure
tpdm_spss_out_tpda_spss	local-closure
tpdm_swao_out_tpda_aoss_4	local-closure
tpdm_swao_prio_0_out_tpda_aoss_0	local-closure
tpdm_swao_prio_1_out_tpda_aoss_1	local-closure
tpdm_swao_prio_2_out_tpda_aoss_2	local-closure
tpdm_swao_prio_3_out_tpda_aoss_3	local-closure
tpdm_tmess_0_out_tpda_tmess_1	local-closure
tpdm_tmess_1_out_tpda_tmess_2	local-closure
tpdm_tmess_prng_out_tpda_tmess_0	local-closure
tpdm_turing	local-closure
tpdm_turing_llm	local-closure
tpdm_turing_llm_out_funnel_turing	local-closure
tpdm_turing_out_funnel_turing	local-closure
tpdm_video	local-closure
tpdm_video_out_funnel_video	local-closure
tpdm_vsense_out_tpda_dl_center_22	local-closure
trigout_a	local-closure
trust_ui_vm	local-closure
trust_ui_vm_mem	local-closure
trust_ui_vm_qrtr	local-closure
trust_ui_vm_swiotlb	local-closure
trust_ui_vm_vblk0_ring	local-closure
ts_int_suspend	local-closure
ts_reset_suspend	local-closure
tsens0	local-closure
tsens1	local-closure
turing_etm0_out_funnel_turing_dup	local-closure
ucsi	local-closure
ufshc_mem	local-closure
ufsphy_mem	local-closure
usb0	local-closure
usb3phy_portselect_default	local-closure
usb_nop_phy	local-closure
usb_port0	local-closure
usb_port0_connector	local-closure
user_contig_mem	local-closure
va_md_mem	local-closure
video_cc_mvs0c_gdsc	local-closure
video_cc_mvs1_gdsc	local-closure
video_cc_mvs1c_gdsc	local-closure
